file  region                                  year  ratio
     <chr> <chr>                                  <int>  <dbl>
   1 at00h [111]AT111 - Mittelburgenland           2000  0.579
   2 at00h [112]AT112 - Nordburgenland             2000  0.883
   3 at00h [113]AT113 - Südburgenland              2000  0.567
   4 at00h [121]AT121 - Mostviertel-Eisenwurzen    2000  0.565
   5 at00h [122]AT122 - Niederösterreich-Süd       2000 NA    
   6 at00h [123]AT123 - Sankt Pölten               2000 NA    
   7 at00h [124]AT124 - Waldviertel                2000 NA    
   8 at00h [125]AT125 - Weinviertel                2000  0.492
   9 at00h [126]AT126 - Wiener Umland/Nordteil     2000  0.455
  10 at00h [127]AT127 - Wiener Umland/Südteil      2000  0.523
  11 at00h [131]AT131 - Wien                       2000 NA    
  12 at00h [211]AT211 - Klagenfurt-Villach         2000  0.706
  13 at00h [212]AT212 - Oberkärnten                2000  0.726
  14 at00h [213]AT213 - Unterkärnten               2000  0.564
  15 at00h [221]AT221 - Graz                       2000  0.598
  16 at00h [222]AT222 - Liezen                     2000 NA    
  17 at00h [223]AT223 - Östliche Obersteiermark    2000  0.636
  18 at00h [224]AT224 - Oststeiermark              2000  1.38 
  19 at00h [225]AT225 - West- und Südsteiermark    2000  0.826
  20 at00h [226]AT226 - Westliche Obersteiermark   2000  0.670
  21 at00h [311]AT311 - Innviertel                 2000  0.975
  22 at00h [312]AT312 - Linz-Wels                  2000  0.787
  23 at00h [313]AT313 - Mühlviertel                2000  0.696
  24 at00h [314]AT314 - Steyr-Kirchdorf            2000  1.00 
  25 at00h [315]AT315 - Traunviertel               2000  0.573
  26 at00h [321]AT321 - Lungau                     2000  1.44 
  27 at00h [322]AT322 - Pinzgau-Pongau             2000  0.779
  28 at00h [323]AT323 - vSalzburg und Umgebung     2000  0.699
  29 at00h [331]AT331 - Außerfern                  2000 NA    
  30 at00h [332]AT332 - Innsbruck                  2000  0.879
  31 at00h [333]AT333 - Osttirol                   2000  1.48 
  32 at00h [334]AT334 - Tiroler Oberland           2000  0.931
  33 at00h [335]AT335 - Tiroler Unterland          2000  0.532
  34 at00h [341]AT341 - Bludenz-Bregenzer Wald     2000  0.627
  35 at00h [342]AT342 - Rheintal-Bodenseegebiet    2000  0.779
  36 at00h <NA>                                    2000  0.424
1951 it14h [17]ITF5 - Basilicata                   2014  0.805
1952 it14h [18]ITF6 - Calabria                     2014  0.476
1953 it14h [19]ITG1 - Sicilia                      2014  0.435
1954 it14h [1]ITC1 - Piemonte                      2014  0.572
1955 it14h [20]ITG2 - Sardegna                     2014  0.547
1956 it14h [2]ITC2 - Valle d'Aosta                 2014  0.464
1957 it14h [3]ITC4 - Lombardia                     2014  0.582
1958 it14h [4]ITH1 and ITH2 - Trentino             2014  0.757
1959 it14h [5]ITH3 - Veneto                        2014  0.698
1960 it14h [6]ITH4 - Friuli                        2014  0.698
1961 it14h [7]ITC3 - Liguria                       2014  0.690
1962 it14h [8]ITH5 - Emilia Romagna                2014  0.642
1963 it14h [9]ITI1 - Toscana                       2014  0.651
1964 it16h [10]ITI2 - Umbria                       2016  0.738
1965 it16h [11]ITI3 - Marche                       2016  0.728
1966 it16h [12]ITI4 - Lazio                        2016 NA    
1967 it16h [13]ITF1 - Abruzzo                      2016  0.650
1968 it16h [14]ITF2 - Molise                       2016  0.718
1969 it16h [15]ITF3 - Campania                     2016  0.404
1970 it16h [16]ITF4 - Puglia                       2016  0.607
1971 it16h [17]ITF5 - Basilicata                   2016  0.437
1972 it16h [18]ITF6 - Calabria                     2016  0.457
1973 it16h [19]ITG1 - Sicilia                      2016  0.376
1974 it16h [1]ITC1 - Piemonte                      2016  0.541
1975 it16h [20]ITG2 - Sardegna                     2016  0.546
1976 it16h [2]ITC2 - Valle d'Aosta                 2016  0.674
1977 it16h [3]ITC4 - Lombardia                     2016  0.526
1978 it16h [4]ITH1 and ITH2 - Trentino             2016  0.651
1979 it16h [5]ITH3 - Veneto                        2016  0.686
1980 it16h [6]ITH4 - Friuli                        2016  0.600
1981 it16h [7]ITC3 - Liguria                       2016  0.635
1982 it16h [8]ITH5 - Emilia Romagna                2016  0.685
1983 it16h [9]ITI1 - Toscana                       2016  0.605
1984 it20h [10]ITI2 - Umbria                       2020  0.635
1985 it20h [11]ITI3 - Marche                       2020  0.752
1986 it20h [12]ITI4 - Lazio                        2020  0.543
1987 it20h [13]ITF1 - Abruzzo                      2020  0.617
1988 it20h [14]ITF2 - Molise                       2020  0.444
1989 it20h [15]ITF3 - Campania                     2020  0.455
1990 it20h [16]ITF4 - Puglia                       2020  0.525
1991 it20h [17]ITF5 - Basilicata                   2020  0.442
1992 it20h [18]ITF6 - Calabria                     2020  0.564
1993 it20h [19]ITG1 - Sicilia                      2020  0.378
1994 it20h [1]ITC1 - Piemonte                      2020  0.671
1995 it20h [20]ITG2 - Sardegna                     2020  0.418
1996 it20h [2]ITC2 - Valle d'Aosta                 2020  0.860
1997 it20h [3]ITC4 - Lombardia                     2020  0.599
1998 it20h [4]ITH1 and ITH2 - Trentino             2020  0.656
1999 it20h [5]ITH3 - Veneto                        2020  0.551
2000 it20h [6]ITH4 - Friuli                        2020  0.621
2001 it20h [7]ITC3 - Liguria                       2020  0.501
2002 it20h [8]ITH5 - Emilia Romagna                2020  0.661
2003 it20h [9]ITI1 - Toscana                       2020  0.582
2004 it89h [10]ITI2 - Umbria                       1989  0.724
2005 it89h [11]ITI3 - Marche                       1989  0.734
2006 it89h [12]ITI4 - Lazio                        1989  0.561
2007 it89h [13]ITF1 - Abruzzo                      1989  0.483
2008 it89h [14]ITF2 - Molise                       1989  0.582
2009 it89h [15]ITF3 - Campania                     1989  0.459
2010 it89h [16]ITF4 - Puglia                       1989  0.486
2011 it89h [17]ITF5 - Basilicata                   1989  0.458
2012 it89h [18]ITF6 - Calabria                     1989  0.595
2013 it89h [19]ITG1 - Sicilia                      1989  0.499
2014 it89h [1]ITC1 - Piemonte                      1989  0.644
2015 it89h [20]ITG2 - Sardegna                     1989  0.494
2016 it89h [3]ITC4 - Lombardia                     1989  0.578
2017 it89h [4]ITH1 and ITH2 - Trentino             1989  0.729
2018 it89h [5]ITH3 - Veneto                        1989  0.610
2019 it89h [6]ITH4 - Friuli                        1989  0.580
2020 it89h [7]ITC3 - Liguria                       1989  0.655
2021 it89h [8]ITH5 - Emilia Romagna                1989  0.665
2022 it89h [9]ITI1 - Toscana                       1989  0.706
2023 it91h [10]ITI2 - Umbria                       1991  0.695
2024 it91h [11]ITI3 - Marche                       1991  0.582
2025 it91h [12]ITI4 - Lazio                        1991  0.556
2026 it91h [13]ITF1 - Abruzzo                      1991  0.433
2027 it91h [14]ITF2 - Molise                       1991  0.437
2028 it91h [15]ITF3 - Campania                     1991  0.569
2029 it91h [16]ITF4 - Puglia                       1991  0.494
2030 it91h [17]ITF5 - Basilicata                   1991  0.407
2031 it91h [18]ITF6 - Calabria                     1991  0.609
2032 it91h [19]ITG1 - Sicilia                      1991  0.484
2033 it91h [1]ITC1 - Piemonte                      1991  0.629
2034 it91h [20]ITG2 - Sardegna                     1991  0.673
2035 it91h [3]ITC4 - Lombardia                     1991  0.589
2036 it91h [4]ITH1 and ITH2 - Trentino             1991  0.565
2037 it91h [5]ITH3 - Veneto                        1991  0.569
2038 it91h [6]ITH4 - Friuli                        1991  0.460
2039 it91h [7]ITC3 - Liguria                       1991  0.645
2040 it91h [8]ITH5 - Emilia Romagna                1991  0.695
2041 it91h [9]ITI1 - Toscana                       1991  0.748
2042 it93h [10]ITI2 - Umbria                       1993  0.546
2043 it93h [11]ITI3 - Marche                       1993  0.379
2044 it93h [12]ITI4 - Lazio                        1993  0.576
2045 it93h [13]ITF1 - Abruzzo                      1993  0.432
2046 it93h [14]ITF2 - Molise                       1993  0.398
2047 it93h [15]ITF3 - Campania                     1993  0.416
2048 it93h [16]ITF4 - Puglia                       1993  0.405
2049 it93h [17]ITF5 - Basilicata                   1993  0.268
2050 it93h [18]ITF6 - Calabria                     1993  0.450
2051 it93h [19]ITG1 - Sicilia                      1993  0.362
2052 it93h [1]ITC1 - Piemonte                      1993  0.477
2053 it93h [20]ITG2 - Sardegna                     1993  0.471
2054 it93h [3]ITC4 - Lombardia                     1993  0.542
2055 it93h [4]ITH1 and ITH2 - Trentino             1993  0.674
2056 it93h [5]ITH3 - Veneto                        1993  0.496
2057 it93h [6]ITH4 - Friuli                        1993  0.368
2058 it93h [7]ITC3 - Liguria                       1993  0.502
2059 it93h [8]ITH5 - Emilia Romagna                1993  0.699
2060 it93h [9]ITI1 - Toscana                       1993  0.681
2061 it95h [10]ITI2 - Umbria                       1995  0.654
2062 it95h [11]ITI3 - Marche                       1995  0.559
2063 it95h [12]ITI4 - Lazio                        1995  0.493
2064 it95h [13]ITF1 - Abruzzo                      1995  0.426
2065 it95h [14]ITF2 - Molise                       1995  0.413
2066 it95h [15]ITF3 - Campania                     1995  0.479
2067 it95h [16]ITF4 - Puglia                       1995  0.481
2068 it95h [17]ITF5 - Basilicata                   1995  0.444
2069 it95h [18]ITF6 - Calabria                     1995  0.485
2070 it95h [19]ITG1 - Sicilia                      1995 NA    
2071 it95h [1]ITC1 - Piemonte                      1995  0.512
2072 it95h [20]ITG2 - Sardegna                     1995  0.427
2073 it95h [3]ITC4 - Lombardia                     1995  0.472
2074 it95h [4]ITH1 and ITH2 - Trentino             1995  0.406
2075 it95h [5]ITH3 - Veneto                        1995  0.536
2076 it95h [6]ITH4 - Friuli                        1995  0.487
2077 it95h [7]ITC3 - Liguria                       1995  0.549
2078 it95h [8]ITH5 - Emilia Romagna                1995  0.616
2079 it95h [9]ITI1 - Toscana                       1995  0.634
2080 it98h [10]ITI2 - Umbria                       1998  0.619
2081 it98h [11]ITI3 - Marche                       1998  0.549
2082 it98h [12]ITI4 - Lazio                        1998  0.613
2083 it98h [13]ITF1 - Abruzzo                      1998  0.526
2084 it98h [14]ITF2 - Molise                       1998  0.581
2085 it98h [15]ITF3 - Campania                     1998  0.517
2086 it98h [16]ITF4 - Puglia                       1998  0.513
2087 it98h [17]ITF5 - Basilicata                   1998  0.577
2088 it98h [18]ITF6 - Calabria                     1998  0.435
2089 it98h [19]ITG1 - Sicilia                      1998  0.363
2090 it98h [1]ITC1 - Piemonte                      1998  0.648
2091 it98h [20]ITG2 - Sardegna                     1998  0.401
2092 it98h [2]ITC2 - Valle d'Aosta                 1998  0.610
2093 it98h [3]ITC4 - Lombardia                     1998  0.543
2094 it98h [4]ITH1 and ITH2 - Trentino             1998  0.476
2095 it98h [5]ITH3 - Veneto                        1998  0.505
2096 it98h [6]ITH4 - Friuli                        1998  0.530
2097 it98h [7]ITC3 - Liguria                       1998  0.608
2098 it98h [8]ITH5 - Emilia Romagna                1998  0.606
2099 it98h [9]ITI1 - Toscana                       1998  0.720
