    file  region                                  year unemployment immig
1753 fr17h Poitou-Charentes                        2017            0.450 0.0548 
1754 fr17h Provence-Alpes-Côte-d'Azur              2017            0.482 0.189  
1755 fr17h Rhône-Alpes                             2017            0.404 0.127  
1756 fr18h Alsace                                  2018            0.389 0.149  
1757 fr18h Aquitaine                               2018            0.449 0.100  
1758 fr18h Auvergne                                2018            0.454 0.0791 
1759 fr18h Basse-Normandie                         2018            0.430 0.05   
1760 fr18h Bourgogne                               2018            0.449 0.0886 
1761 fr18h Bretagne                                2018            0.419 0.0437 
1762 fr18h Centre                                  2018            0.428 0.0768 
1763 fr18h Champagne-Ardenne                       2018            0.441 0.0820 
1764 fr18h Corse                                   2018            0.522 0.194  
1765 fr18h Franche-Comté                           2018            0.419 0.0993 
1766 fr18h Haute-Normandie                         2018            0.434 0.0748 
1767 fr18h Ile-de-France                           2018            0.376 0.224  
1768 fr18h Languedoc-Roussillon                    2018            0.492 0.169  
1769 fr18h Limousin                                2018            0.473 0.0730 
1770 fr18h Lorraine                                2018            0.469 0.128  
1771 fr18h Midi-Pyrénées                           2018            0.462 0.110  
1772 fr18h Nord-Pas de Calais                      2018            0.449 0.0633 
1773 fr18h Pays de la Loire                        2018            0.434 0.0603 
1774 fr18h Picardie                                2018            0.445 0.0767 
1775 fr18h Poitou-Charentes                        2018            0.473 0.0612 
1776 fr18h Provence-Alpes-Côte-d'Azur              2018            0.481 0.182  
1777 fr18h Rhône-Alpes                             2018            0.402 0.123  
1778 fr84h <NA>                                    1984            0.371 0      
1779 fr90h <NA>                                    1990            0.315 0      
1780 fr96h Alsace                                  1996            0.405 0.116  
1781 fr96h Aquitaine                               1996            0.451 0.0799 
1782 fr96h Auvergne                                1996            0.454 0.0437 
1783 fr96h Basse-Normandie                         1996            0.449 0.0188 
1784 fr96h Bourgogne                               1996            0.419 0.0731 
1785 fr96h Bretagne                                1996            0.430 0.0290 
1786 fr96h Centre                                  1996            0.427 0.0741 
1787 fr96h Champagne-Ardenne                       1996            0.442 0.0557 
1788 fr96h Franche-Comté                           1996            0.389 0.105  
1789 fr96h Haute-Normandie                         1996            0.407 0.0366 
1790 fr96h Ile-de-France                           1996            0.386 0.164  
1791 fr96h Languedoc-Roussillon                    1996            0.479 0.163  
1792 fr96h Limousin                                1996            0.483 0.0385 
1793 fr96h Lorraine                                1996            0.420 0.0824 
1794 fr96h Midi-Pyrénées                           1996            0.466 0.104  
1795 fr96h Nord-Pas de Calais                      1996            0.453 0.0442 
1796 fr96h Pays de la Loire                        1996            0.430 0.0203 
1797 fr96h Picardie                                1996            0.438 0.0629 
1798 fr96h Poitou-Charentes                        1996            0.493 0.0307 
1799 fr96h Provence-Côte d'Azur-Corse              1996            0.472 0.172  
1800 fr96h Rhône-Alpes                             1996            0.387 0.117  
1801 fr97h Alsace                                  1997            0.400 0.0984 
1802 fr97h Aquitaine                               1997            0.447 0.0807 
1803 fr97h Auvergne                                1997            0.480 0.0485 
1804 fr97h Basse-Normandie                         1997            0.438 0.0166 
1805 fr97h Bourgogne                               1997            0.442 0.0600 
1806 fr97h Bretagne                                1997            0.439 0.0263 
1807 fr97h Centre                                  1997            0.429 0.0742 
1808 fr97h Champagne-Ardenne                       1997            0.447 0.0510 
1809 fr97h Franche-Comté                           1997            0.405 0.0790 
1810 fr97h Haute-Normandie                         1997            0.424 0.0448 
1811 fr97h Ile-de-France                           1997            0.382 0.176  
1812 fr97h Languedoc-Roussillon                    1997            0.495 0.150  
1813 fr97h Limousin                                1997            0.477 0.0381 
1814 fr97h Lorraine                                1997            0.443 0.0825 
1815 fr97h Midi-Pyrénées                           1997            0.456 0.0893 
1816 fr97h Nord-Pas de Calais                      1997            0.460 0.0481 
1817 fr97h Pays de la Loire                        1997            0.418 0.0240 
1818 fr97h Picardie                                1997            0.412 0.0627 
1819 fr97h Poitou-Charentes                        1997            0.466 0.0213 
1820 fr97h Provence-Côte d'Azur-Corse              1997            0.470 0.178  
1821 fr97h Rhône-Alpes                             1997            0.399 0.124  
1822 fr98h Alsace                                  1998            0.373 0.105  
1823 fr98h Aquitaine                               1998            0.453 0.0744 
1824 fr98h Auvergne                                1998            0.480 0.0559 
1825 fr98h Basse-Normandie                         1998            0.448 0.0190 
1826 fr98h Bourgogne                               1998            0.434 0.0573 
1827 fr98h Bretagne                                1998            0.427 0.0258 
1828 fr98h Centre                                  1998            0.420 0.0666 
1829 fr98h Champagne-Ardenne                       1998            0.453 0.0520 
1830 fr98h Franche-Comté                           1998            0.420 0.0804 
1831 fr98h Haute-Normandie                         1998            0.416 0.0420 
1832 fr98h Ile-de-France                           1998            0.365 0.173  
1833 fr98h Languedoc-Roussillon                    1998            0.504 0.155  
1834 fr98h Limousin                                1998            0.490 0.0445 
1835 fr98h Lorraine                                1998            0.440 0.0752 
1836 fr98h Midi-Pyrénées                           1998            0.457 0.0929 
1837 fr98h Nord-Pas de Calais                      1998            0.451 0.0516 
1838 fr98h Pays de la Loire                        1998            0.410 0.0296 
1839 fr98h Picardie                                1998            0.422 0.0736 
1840 fr98h Poitou-Charentes                        1998            0.442 0.0246 
1841 fr98h Provence-Côte d'Azur-Corse              1998            0.475 0.173  
1842 fr98h Rhône-Alpes                             1998            0.402 0.113  
1843 fr99h Alsace                                  1999            0.372 0.119  
1844 fr99h Aquitaine                               1999            0.451 0.0769 
1845 fr99h Auvergne                                1999            0.467 0.0507 
1846 fr99h Basse-Normandie                         1999            0.454 0.0200 
1847 fr99h Bourgogne                               1999            0.434 0.0604 
1848 fr99h Bretagne                                1999            0.435 0.0257 
1849 fr99h Centre                                  1999            0.414 0.0683 
1850 fr99h Champagne-Ardenne                       1999            0.441 0.0514 
1851 fr99h Franche-Comté                           1999            0.416 0.0780 
1852 fr99h Haute-Normandie                         1999            0.399 0.0433 
1853 fr99h Ile-de-France                           1999            0.360 0.171  
1854 fr99h Languedoc-Roussillon                    1999            0.495 0.160  
1855 fr99h Limousin                                1999            0.467 0.0521 
1856 fr99h Lorraine                                1999            0.418 0.0738 
1857 fr99h Midi-Pyrénées                           1999            0.442 0.0948 
1858 fr99h Nord-Pas de Calais                      1999            0.446 0.0497 
1859 fr99h Pays de la Loire                        1999            0.403 0.0281 
1860 fr99h Picardie                                1999            0.427 0.0739 
1861 fr99h Poitou-Charentes                        1999            0.447 0.0293 
1862 fr99h Provence-Côte d'Azur-Corse              1999            0.469 0.174  
1863 fr99h Rhône-Alpes                             1999            0.403 0.108  
1864 it00h [10]ITI2 - Umbria                       2000            0.618 0.0234 
1865 it00h [11]ITI3 - Marche                       2000            0.627 0.0137 
1866 it00h [12]ITI4 - Lazio                        2000            0.599 0.0243 
1867 it00h [13]ITF1 - Abruzzo                      2000            0.692 0.00893
1868 it00h [14]ITF2 - Molise                       2000            0.695 0.0161 
1869 it00h [15]ITF3 - Campania                     2000            0.754 0.00848
1870 it00h [16]ITF4 - Puglia                       2000            0.693 0.00917
1871 it00h [17]ITF5 - Basilicata                   2000            0.652 0.00758
1872 it00h [18]ITF6 - Calabria                     2000            0.737 0.0244 
1873 it00h [19]ITG1 - Sicilia                      2000            0.735 0.0160 
1874 it00h [1]ITC1 - Piemonte                      2000            0.611 0.0301 
1875 it00h [20]ITG2 - Sardegna                     2000            0.678 0.0178 
1876 it00h [2]ITC2 - Valle d'Aosta                 2000            0.642 0      
1877 it00h [3]ITC4 - Lombardia                     2000            0.584 0.0322 
1878 it00h [4]ITH1 and ITH2 - Trentino             2000            0.588 0.0277 
1879 it00h [5]ITH3 - Veneto                        2000            0.590 0.0513 
1880 it00h [6]ITH4 - Friuli                        2000            0.600 0.0527 
1881 it00h [7]ITC3 - Liguria                       2000            0.592 0.0315 
1882 it00h [8]ITH5 - Emilia Romagna                2000            0.543 0.0185 
1883 it00h [9]ITI1 - Toscana                       2000            0.617 0.0280 
1884 it04h [10]ITI2 - Umbria                       2004            0.655 0.0279 
1885 it04h [11]ITI3 - Marche                       2004            0.623 0.0303 
1886 it04h [12]ITI4 - Lazio                        2004            0.607 0.0352 
1887 it04h [13]ITF1 - Abruzzo                      2004            0.665 0.0163 
1888 it04h [14]ITF2 - Molise                       2004            0.728 0.0149 
1889 it04h [15]ITF3 - Campania                     2004            0.751 0.00583
1890 it04h [16]ITF4 - Puglia                       2004            0.740 0.0163 
1891 it04h [17]ITF5 - Basilicata                   2004            0.646 0.00870
1892 it04h [18]ITF6 - Calabria                     2004            0.747 0.0212 
1893 it04h [19]ITG1 - Sicilia                      2004            0.718 0.0202 
1894 it04h [1]ITC1 - Piemonte                      2004            0.621 0.0606 
1895 it04h [20]ITG2 - Sardegna                     2004            0.678 0.0129 
1896 it04h [2]ITC2 - Valle d'Aosta                 2004            0.604 0.0396 
1897 it04h [3]ITC4 - Lombardia                     2004            0.604 0.0542 
1898 it04h [4]ITH1 and ITH2 - Trentino             2004            0.584 0.0554 
1899 it04h [5]ITH3 - Veneto                        2004            0.601 0.0728 
1900 it04h [6]ITH4 - Friuli                        2004            0.618 0.0711 
1901 it04h [7]ITC3 - Liguria                       2004            0.592 0.0581 
1902 it04h [8]ITH5 - Emilia Romagna                2004            0.512 0.0493 
1903 it04h [9]ITI1 - Toscana                       2004            0.620 0.0362 
1904 it08h [10]ITI2 - Umbria                       2008            0.650 0.0685 
1905 it08h [11]ITI3 - Marche                       2008            0.678 0.0590 
1906 it08h [12]ITI4 - Lazio                        2008            0.641 0.0913 
1907 it08h [13]ITF1 - Abruzzo                      2008            0.650 0.0544 
1908 it08h [14]ITF2 - Molise                       2008            0.657 0.0335 
1909 it08h [15]ITF3 - Campania                     2008            0.731 0.0170 
1910 it08h [16]ITF4 - Puglia                       2008            0.727 0.0191 
1911 it08h [17]ITF5 - Basilicata                   2008            0.617 0.00286
1912 it08h [18]ITF6 - Calabria                     2008            0.711 0.0216 
1913 it08h [19]ITG1 - Sicilia                      2008            0.726 0.0158 
1914 it08h [1]ITC1 - Piemonte                      2008            0.652 0.0459 
1915 it08h [20]ITG2 - Sardegna                     2008            0.648 0.00920
1916 it08h [2]ITC2 - Valle d'Aosta                 2008            0.532 0.0270 
1917 it08h [3]ITC4 - Lombardia                     2008            0.606 0.0804 
1918 it08h [4]ITH1 and ITH2 - Trentino             2008            0.544 0.111  
1919 it08h [5]ITH3 - Veneto                        2008            0.560 0.175  
1920 it08h [6]ITH4 - Friuli                        2008            0.602 0.119  
1921 it08h [7]ITC3 - Liguria                       2008            0.606 0.0825 
1922 it08h [8]ITH5 - Emilia Romagna                2008            0.545 0.0728 
1923 it08h [9]ITI1 - Toscana                       2008            0.615 0.0421 
1924 it10h [10]ITI2 - Umbria                       2010            0.655 0.0891 
1925 it10h [11]ITI3 - Marche                       2010            0.651 0.0503 
1926 it10h [12]ITI4 - Lazio                        2010            0.644 0.120  
1927 it10h [13]ITF1 - Abruzzo                      2010            0.641 0.0317 
1928 it10h [14]ITF2 - Molise                       2010            0.703 0.0383 
1929 it10h [15]ITF3 - Campania                     2010            0.732 0.0205 
1930 it10h [16]ITF4 - Puglia                       2010            0.732 0.0184 
1931 it10h [17]ITF5 - Basilicata                   2010            0.673 0.0208 
1932 it10h [18]ITF6 - Calabria                     2010            0.716 0.0243 
1933 it10h [19]ITG1 - Sicilia                      2010            0.722 0.0248 
1934 it10h [1]ITC1 - Piemonte                      2010            0.676 0.0537 
1935 it10h [20]ITG2 - Sardegna                     2010            0.680 0.0151 
1936 it10h [2]ITC2 - Valle d'Aosta                 2010            0.536 0.00909
1937 it10h [3]ITC4 - Lombardia                     2010            0.590 0.0944 
1938 it10h [4]ITH1 and ITH2 - Trentino             2010            0.596 0.144  
1939 it10h [5]ITH3 - Veneto                        2010            0.561 0.193  
1940 it10h [6]ITH4 - Friuli                        2010            0.604 0.122  
1941 it10h [7]ITC3 - Liguria                       2010            0.613 0.0478 
1942 it10h [8]ITH5 - Emilia Romagna                2010            0.559 0.0715 
1943 it10h [9]ITI1 - Toscana                       2010            0.590 0.0532 
1944 it14h [10]ITI2 - Umbria                       2014            0.688 0.0806 
1945 it14h [11]ITI3 - Marche                       2014            0.662 0.0702 
1946 it14h [12]ITI4 - Lazio                        2014            0.682 0.0916 
1947 it14h [13]ITF1 - Abruzzo                      2014            0.636 0.0295 
1948 it14h [14]ITF2 - Molise                       2014            0.701 0.0170 
1949 it14h [15]ITF3 - Campania                     2014            0.770 0.0177 
1950 it14h [16]ITF4 - Puglia                       2014            0.714 0.0232 
1951 it14h [17]ITF5 - Basilicata                   2014            0.739 0.025  
1952 it14h [18]ITF6 - Calabria                     2014            0.767 0.0324 
1953 it14h [19]ITG1 - Sicilia                      2014            0.761 0.0290 
1954 it14h [1]ITC1 - Piemonte                      2014            0.678 0.102  
1955 it14h [20]ITG2 - Sardegna                     2014            0.744 0.0189 
1956 it14h [2]ITC2 - Valle d'Aosta                 2014            0.658 0      
1957 it14h [3]ITC4 - Lombardia                     2014            0.618 0.121  
1958 it14h [4]ITH1 and ITH2 - Trentino             2014            0.641 0.129  
1959 it14h [5]ITH3 - Veneto                        2014            0.622 0.152  
1960 it14h [6]ITH4 - Friuli                        2014            0.618 0.123  
1961 it14h [7]ITC3 - Liguria                       2014            0.614 0.0595 
1962 it14h [8]ITH5 - Emilia Romagna                2014            0.579 0.0851 
1963 it14h [9]ITI1 - Toscana                       2014            0.659 0.0563 
1964 it16h [10]ITI2 - Umbria                       2016            0.659 0.0784 
1965 it16h [11]ITI3 - Marche                       2016            0.625 0.0696 
1966 it16h [12]ITI4 - Lazio                        2016            0.655 0.0950 
1967 it16h [13]ITF1 - Abruzzo                      2016            0.664 0.0417 
1968 it16h [14]ITF2 - Molise                       2016            0.668 0.0252 
1969 it16h [15]ITF3 - Campania                     2016            0.768 0.0206 
1970 it16h [16]ITF4 - Puglia                       2016            0.708 0.0467 
1971 it16h [17]ITF5 - Basilicata                   2016            0.708 0.0253 
1972 it16h [18]ITF6 - Calabria                     2016            0.777 0.0282 
1973 it16h [19]ITG1 - Sicilia                      2016            0.740 0.0338 
1974 it16h [1]ITC1 - Piemonte                      2016            0.676 0.0960 
1975 it16h [20]ITG2 - Sardegna                     2016            0.773 0.0166 
1976 it16h [2]ITC2 - Valle d'Aosta                 2016            0.645 0      
1977 it16h [3]ITC4 - Lombardia                     2016            0.629 0.105  
1978 it16h [4]ITH1 and ITH2 - Trentino             2016            0.625 0.0911 
1979 it16h [5]ITH3 - Veneto                        2016            0.628 0.155  
1980 it16h [6]ITH4 - Friuli                        2016            0.638 0.102  
1981 it16h [7]ITC3 - Liguria                       2016            0.631 0.0967 
1982 it16h [8]ITH5 - Emilia Romagna                2016            0.582 0.0949 
1983 it16h [9]ITI1 - Toscana                       2016            0.672 0.0595 
1984 it20h [10]ITI2 - Umbria                       2020            0.616 0.0594 
1985 it20h [11]ITI3 - Marche                       2020            0.611 0.0701 
1986 it20h [12]ITI4 - Lazio                        2020            0.560 0.0744 
1987 it20h [13]ITF1 - Abruzzo                      2020            0.612 0.0550 
1988 it20h [14]ITF2 - Molise                       2020            0.618 0.0366 
1989 it20h [15]ITF3 - Campania                     2020            0.735 0.0228 
1990 it20h [16]ITF4 - Puglia                       2020            0.653 0.0179 
1991 it20h [17]ITF5 - Basilicata                   2020            0.617 0.0185 
1992 it20h [18]ITF6 - Calabria                     2020            0.716 0.0120 
1993 it20h [19]ITG1 - Sicilia                      2020            0.687 0.0323 
1994 it20h [1]ITC1 - Piemonte                      2020            0.594 0.0719 
1995 it20h [20]ITG2 - Sardegna                     2020            0.639 0.0293 
1996 it20h [2]ITC2 - Valle d'Aosta                 2020            0.581 0.113  
1997 it20h [3]ITC4 - Lombardia                     2020            0.570 0.0603 
1998 it20h [4]ITH1 and ITH2 - Trentino             2020            0.573 0.0760 
1999 it20h [5]ITH3 - Veneto                        2020            0.581 0.0642 
2000 it20h [6]ITH4 - Friuli                        2020            0.602 0.0623 
2001 it20h [7]ITC3 - Liguria                       2020            0.626 0.0600 
2002 it20h [8]ITH5 - Emilia Romagna                2020            0.533 0.0510 
2003 it20h [9]ITI1 - Toscana                       2020            0.618 0.0372 
2004 it89h [10]ITI2 - Umbria                       1989            0.496 0.0211 
2005 it89h [11]ITI3 - Marche                       1989            0.456 0.0127 
2006 it89h [12]ITI4 - Lazio                        1989            0.428 0.0173 
2007 it89h [13]ITF1 - Abruzzo                      1989            0.461 0.0182 
2008 it89h [14]ITF2 - Molise                       1989            0.567 0.0472 
2009 it89h [15]ITF3 - Campania                     1989            0.498 0.00587
2010 it89h [16]ITF4 - Puglia                       1989            0.497 0.00825
2011 it89h [17]ITF5 - Basilicata                   1989            0.399 0.00420
2012 it89h [18]ITF6 - Calabria                     1989            0.454 0.00385
2013 it89h [19]ITG1 - Sicilia                      1989            0.490 0.00507
2014 it89h [1]ITC1 - Piemonte                      1989            0.413 0.0152 
2015 it89h [20]ITG2 - Sardegna                     1989            0.512 0.00344
2016 it89h [3]ITC4 - Lombardia                     1989            0.408 0.0117 
2017 it89h [4]ITH1 and ITH2 - Trentino             1989            0.425 0.0179 
2018 it89h [5]ITH3 - Veneto                        1989            0.485 0.00704
2019 it89h [6]ITH4 - Friuli                        1989            0.553 0.0350 
2020 it89h [7]ITC3 - Liguria                       1989            0.430 0.0210 
2021 it89h [8]ITH5 - Emilia Romagna                1989            0.415 0.00549
2022 it89h [9]ITI1 - Toscana                       1989            0.473 0.0145 
2023 it91h [10]ITI2 - Umbria                       1991            0.487 0.0175 
2024 it91h [11]ITI3 - Marche                       1991            0.509 0.0102 
2025 it91h [12]ITI4 - Lazio                        1991            0.464 0.0166 
2026 it91h [13]ITF1 - Abruzzo                      1991            0.503 0.0120 
2027 it91h [14]ITF2 - Molise                       1991            0.555 0.00685
2028 it91h [15]ITF3 - Campania                     1991            0.543 0.00874
2029 it91h [16]ITF4 - Puglia                       1991            0.526 0.0127 
2030 it91h [17]ITF5 - Basilicata                   1991            0.508 0      
2031 it91h [18]ITF6 - Calabria                     1991            0.523 0.00247
2032 it91h [19]ITG1 - Sicilia                      1991            0.525 0.00679
2033 it91h [1]ITC1 - Piemonte                      1991            0.449 0.0192 
2034 it91h [20]ITG2 - Sardegna                     1991            0.515 0.00534
2035 it91h [3]ITC4 - Lombardia                     1991            0.433 0.0126 
2036 it91h [4]ITH1 and ITH2 - Trentino             1991            0.432 0.00803
2037 it91h [5]ITH3 - Veneto                        1991            0.472 0.0119 
2038 it91h [6]ITH4 - Friuli                        1991            0.513 0.0451 
2039 it91h [7]ITC3 - Liguria                       1991            0.472 0.0243 
2040 it91h [8]ITH5 - Emilia Romagna                1991            0.418 0.0118 
2041 it91h [9]ITI1 - Toscana                       1991            0.514 0.0154 
2042 it93h [10]ITI2 - Umbria                       1993            0.484 0.0170 
2043 it93h [11]ITI3 - Marche                       1993            0.468 0.0144 
2044 it93h [12]ITI4 - Lazio                        1993            0.503 0.0195 
2045 it93h [13]ITF1 - Abruzzo                      1993            0.503 0.0146 
2046 it93h [14]ITF2 - Molise                       1993            0.530 0.0316 
2047 it93h [15]ITF3 - Campania                     1993            0.568 0.00467
2048 it93h [16]ITF4 - Puglia                       1993            0.546 0.00754
2049 it93h [17]ITF5 - Basilicata                   1993            0.517 0      
2050 it93h [18]ITF6 - Calabria                     1993            0.538 0.00575
2051 it93h [19]ITG1 - Sicilia                      1993            0.566 0.0104 
2052 it93h [1]ITC1 - Piemonte                      1993            0.474 0.0183 
2053 it93h [20]ITG2 - Sardegna                     1993            0.540 0.0113 
2054 it93h [3]ITC4 - Lombardia                     1993            0.476 0.0145 
2055 it93h [4]ITH1 and ITH2 - Trentino             1993            0.459 0.0196 
2056 it93h [5]ITH3 - Veneto                        1993            0.506 0.0185 
2057 it93h [6]ITH4 - Friuli                        1993            0.528 0.0538 
2058 it93h [7]ITC3 - Liguria                       1993            0.551 0.0348 
2059 it93h [8]ITH5 - Emilia Romagna                1993            0.473 0.0103 
2060 it93h [9]ITI1 - Toscana                       1993            0.529 0.0150 
2061 it95h [10]ITI2 - Umbria                       1995            0.648 0.0129 
2062 it95h [11]ITI3 - Marche                       1995            0.630 0.0209 
2063 it95h [12]ITI4 - Lazio                        1995            0.665 0.0211 
2064 it95h [13]ITF1 - Abruzzo                      1995            0.671 0.0239 
2065 it95h [14]ITF2 - Molise                       1995            0.685 0.0259 
2066 it95h [15]ITF3 - Campania                     1995            0.747 0.00615
2067 it95h [16]ITF4 - Puglia                       1995            0.712 0.00700
2068 it95h [17]ITF5 - Basilicata                   1995            0.715 0.00264
2069 it95h [18]ITF6 - Calabria                     1995            0.759 0.0119 
2070 it95h [19]ITG1 - Sicilia                      1995            0.746 0.0123 
2071 it95h [1]ITC1 - Piemonte                      1995            0.609 0.0197 
2072 it95h [20]ITG2 - Sardegna                     1995            0.705 0.0158 
2073 it95h [3]ITC4 - Lombardia                     1995            0.588 0.0177 
2074 it95h [4]ITH1 and ITH2 - Trentino             1995            0.588 0.0476 
2075 it95h [5]ITH3 - Veneto                        1995            0.606 0.0153 
2076 it95h [6]ITH4 - Friuli                        1995            0.611 0.0465 
2077 it95h [7]ITC3 - Liguria                       1995            0.626 0.0200 
2078 it95h [8]ITH5 - Emilia Romagna                1995            0.568 0.0210 
2079 it95h [9]ITI1 - Toscana                       1995            0.627 0.0137 
2080 it98h [10]ITI2 - Umbria                       1998            0.601 0.00913
2081 it98h [11]ITI3 - Marche                       1998            0.646 0.0266 
2082 it98h [12]ITI4 - Lazio                        1998            0.616 0.0265 
2083 it98h [13]ITF1 - Abruzzo                      1998            0.675 0.0158 
2084 it98h [14]ITF2 - Molise                       1998            0.689 0.0213 
2085 it98h [15]ITF3 - Campania                     1998            0.743 0.00716
2086 it98h [16]ITF4 - Puglia                       1998            0.716 0.0179 
2087 it98h [17]ITF5 - Basilicata                   1998            0.668 0.00763
2088 it98h [18]ITF6 - Calabria                     1998            0.762 0.0249 
2089 it98h [19]ITG1 - Sicilia                      1998            0.746 0.0201 
2090 it98h [1]ITC1 - Piemonte                      1998            0.577 0.0168 
2091 it98h [20]ITG2 - Sardegna                     1998            0.707 0.0183 
2092 it98h [2]ITC2 - Valle d'Aosta                 1998            0.562 0      
2093 it98h [3]ITC4 - Lombardia                     1998            0.582 0.0236 
2094 it98h [4]ITH1 and ITH2 - Trentino             1998            0.582 0.0268 
2095 it98h [5]ITH3 - Veneto                        1998            0.593 0.0229 
2096 it98h [6]ITH4 - Friuli                        1998            0.610 0.0489 
2097 it98h [7]ITC3 - Liguria                       1998            0.593 0.0236 
2098 it98h [8]ITH5 - Emilia Romagna                1998            0.547 0.0209 
2099 it98h [9]ITI1 - Toscana                       1998            0.613 0.0215 
