    file  region                                  year avg_gini
2037 it91h [5]ITH3 - Veneto                        1991   0.301 
2038 it91h [6]ITH4 - Friuli                        1991   0.296 
2039 it91h [7]ITC3 - Liguria                       1991   0.285 
2040 it91h [8]ITH5 - Emilia Romagna                1991   0.309 
2041 it91h [9]ITI1 - Toscana                       1991   0.284 
2042 it93h [10]ITI2 - Umbria                       1993   0.280 
2043 it93h [11]ITI3 - Marche                       1993   0.318 
2044 it93h [12]ITI4 - Lazio                        1993   0.315 
2045 it93h [13]ITF1 - Abruzzo                      1993   0.355 
2046 it93h [14]ITF2 - Molise                       1993   0.327 
2047 it93h [15]ITF3 - Campania                     1993   0.360 
2048 it93h [16]ITF4 - Puglia                       1993   0.364 
2049 it93h [17]ITF5 - Basilicata                   1993   0.342 
2050 it93h [18]ITF6 - Calabria                     1993   0.372 
2051 it93h [19]ITG1 - Sicilia                      1993   0.412 
2052 it93h [1]ITC1 - Piemonte                      1993   0.317 
2053 it93h [20]ITG2 - Sardegna                     1993   0.317 
2054 it93h [3]ITC4 - Lombardia                     1993   0.327 
2055 it93h [4]ITH1 and ITH2 - Trentino             1993   0.300 
2056 it93h [5]ITH3 - Veneto                        1993   0.330 
2057 it93h [6]ITH4 - Friuli                        1993   0.346 
2058 it93h [7]ITC3 - Liguria                       1993   0.352 
2059 it93h [8]ITH5 - Emilia Romagna                1993   0.334 
2060 it93h [9]ITI1 - Toscana                       1993   0.297 
2061 it95h [10]ITI2 - Umbria                       1995   0.271 
2062 it95h [11]ITI3 - Marche                       1995   0.298 
2063 it95h [12]ITI4 - Lazio                        1995   0.323 
2064 it95h [13]ITF1 - Abruzzo                      1995   0.328 
2065 it95h [14]ITF2 - Molise                       1995   0.360 
2066 it95h [15]ITF3 - Campania                     1995   0.342 
2067 it95h [16]ITF4 - Puglia                       1995   0.341 
2068 it95h [17]ITF5 - Basilicata                   1995   0.323 
2069 it95h [18]ITF6 - Calabria                     1995   0.375 
2070 it95h [19]ITG1 - Sicilia                      1995   0.424 
2071 it95h [1]ITC1 - Piemonte                      1995   0.341 
2072 it95h [20]ITG2 - Sardegna                     1995   0.315 
2073 it95h [3]ITC4 - Lombardia                     1995   0.333 
2074 it95h [4]ITH1 and ITH2 - Trentino             1995   0.373 
2075 it95h [5]ITH3 - Veneto                        1995   0.323 
2076 it95h [6]ITH4 - Friuli                        1995   0.332 
2077 it95h [7]ITC3 - Liguria                       1995   0.302 
2078 it95h [8]ITH5 - Emilia Romagna                1995   0.340 
2079 it95h [9]ITI1 - Toscana                       1995   0.310 
2080 it98h [10]ITI2 - Umbria                       1998   0.250 
2081 it98h [11]ITI3 - Marche                       1998   0.353 
2082 it98h [12]ITI4 - Lazio                        1998   0.319 
2083 it98h [13]ITF1 - Abruzzo                      1998   0.322 
2084 it98h [14]ITF2 - Molise                       1998   0.301 
2085 it98h [15]ITF3 - Campania                     1998   0.351 
2086 it98h [16]ITF4 - Puglia                       1998   0.368 
2087 it98h [17]ITF5 - Basilicata                   1998   0.360 
2088 it98h [18]ITF6 - Calabria                     1998   0.383 
2089 it98h [19]ITG1 - Sicilia                      1998   0.417 
2090 it98h [1]ITC1 - Piemonte                      1998   0.308 
2091 it98h [20]ITG2 - Sardegna                     1998   0.321 
2092 it98h [2]ITC2 - Valle d'Aosta                 1998   0.359 
2093 it98h [3]ITC4 - Lombardia                     1998   0.347 
2094 it98h [4]ITH1 and ITH2 - Trentino             1998   0.330 
2095 it98h [5]ITH3 - Veneto                        1998   0.322 
2096 it98h [6]ITH4 - Friuli                        1998   0.310 
2097 it98h [7]ITC3 - Liguria                       1998   0.321 
2098 it98h [8]ITH5 - Emilia Romagna                1998   0.315 
2099 it98h [9]ITI1 - Toscana                       1998   0.290 
